sampleid,cluster_id,n_cells,celltype1,frac1,celltype2,frac2,celltype3,frac3,method,rank,source,target,score
imm_atlas_TT_p01,3,1155,"CD8-positive, alpha-beta memory T cell",0.6311688311688312,CD4-positive helper T cell,0.3108225108225108,gamma-delta T cell,0.0528138528138528,astar_path,10,JUN,IL7R,0.8602128636294145
imm_atlas_TT_p01,3,1155,"CD8-positive, alpha-beta memory T cell",0.6311688311688312,CD4-positive helper T cell,0.3108225108225108,gamma-delta T cell,0.0528138528138528,scenic,1,JUN,DUSP1,351.065012891888
imm_atlas_TT_p01,3,1155,"CD8-positive, alpha-beta memory T cell",0.6311688311688312,CD4-positive helper T cell,0.3108225108225108,gamma-delta T cell,0.0528138528138528,scenic,2,JUN,NR4A1,286.5012434258164
imm_atlas_TT_p01,3,1155,"CD8-positive, alpha-beta memory T cell",0.6311688311688312,CD4-positive helper T cell,0.3108225108225108,gamma-delta T cell,0.0528138528138528,scenic,3,FOSB,FOS,247.1998549869036
imm_atlas_TT_p01,3,1155,"CD8-positive, alpha-beta memory T cell",0.6311688311688312,CD4-positive helper T cell,0.3108225108225108,gamma-delta T cell,0.0528138528138528,scenic,4,JUN,FOS,206.14588175601773
imm_atlas_TT_p01,3,1155,"CD8-positive, alpha-beta memory T cell",0.6311688311688312,CD4-positive helper T cell,0.3108225108225108,gamma-delta T cell,0.0528138528138528,scenic,5,JUN,CD69,205.8168590246784
imm_atlas_TT_p01,3,1155,"CD8-positive, alpha-beta memory T cell",0.6311688311688312,CD4-positive helper T cell,0.3108225108225108,gamma-delta T cell,0.0528138528138528,scenic,6,JUN,PPP1R15A,187.8416910429788
imm_atlas_TT_p01,3,1155,"CD8-positive, alpha-beta memory T cell",0.6311688311688312,CD4-positive helper T cell,0.3108225108225108,gamma-delta T cell,0.0528138528138528,scenic,7,FOS,FOSB,181.9660779941568
imm_atlas_TT_p01,3,1155,"CD8-positive, alpha-beta memory T cell",0.6311688311688312,CD4-positive helper T cell,0.3108225108225108,gamma-delta T cell,0.0528138528138528,scenic,8,FOS,JUN,172.92979795047822
imm_atlas_TT_p01,3,1155,"CD8-positive, alpha-beta memory T cell",0.6311688311688312,CD4-positive helper T cell,0.3108225108225108,gamma-delta T cell,0.0528138528138528,scenic,9,JUN,ATF3,159.4720839527202
imm_atlas_TT_p01,3,1155,"CD8-positive, alpha-beta memory T cell",0.6311688311688312,CD4-positive helper T cell,0.3108225108225108,gamma-delta T cell,0.0528138528138528,scenic,10,JUNB,FOS,158.70852297216751
imm_atlas_TT_p01,3,1155,"CD8-positive, alpha-beta memory T cell",0.6311688311688312,CD4-positive helper T cell,0.3108225108225108,gamma-delta T cell,0.0528138528138528,celloracle,1,JUN,HSPB1,0.35237905
imm_atlas_TT_p01,3,1155,"CD8-positive, alpha-beta memory T cell",0.6311688311688312,CD4-positive helper T cell,0.3108225108225108,gamma-delta T cell,0.0528138528138528,celloracle,2,ATF3,JUN,0.34793583
imm_atlas_TT_p01,3,1155,"CD8-positive, alpha-beta memory T cell",0.6311688311688312,CD4-positive helper T cell,0.3108225108225108,gamma-delta T cell,0.0528138528138528,celloracle,3,NR4A1,JUN,0.32985857
imm_atlas_TT_p01,3,1155,"CD8-positive, alpha-beta memory T cell",0.6311688311688312,CD4-positive helper T cell,0.3108225108225108,gamma-delta T cell,0.0528138528138528,celloracle,4,NFYA,HSPA1A,0.25709528
imm_atlas_TT_p01,3,1155,"CD8-positive, alpha-beta memory T cell",0.6311688311688312,CD4-positive helper T cell,0.3108225108225108,gamma-delta T cell,0.0528138528138528,celloracle,5,JUN,NR4A1,0.24377084
imm_atlas_TT_p01,3,1155,"CD8-positive, alpha-beta memory T cell",0.6311688311688312,CD4-positive helper T cell,0.3108225108225108,gamma-delta T cell,0.0528138528138528,celloracle,6,JUN,ATF3,0.21875055
imm_atlas_TT_p01,3,1155,"CD8-positive, alpha-beta memory T cell",0.6311688311688312,CD4-positive helper T cell,0.3108225108225108,gamma-delta T cell,0.0528138528138528,celloracle,7,JUN,IFNG,0.1810666
imm_atlas_TT_p01,3,1155,"CD8-positive, alpha-beta memory T cell",0.6311688311688312,CD4-positive helper T cell,0.3108225108225108,gamma-delta T cell,0.0528138528138528,celloracle,8,EGR1,BAG3,0.1109059
imm_atlas_TT_p01,3,1155,"CD8-positive, alpha-beta memory T cell",0.6311688311688312,CD4-positive helper T cell,0.3108225108225108,gamma-delta T cell,0.0528138528138528,celloracle,9,JUN,DNAJB4,0.10281582
imm_atlas_TT_p01,3,1155,"CD8-positive, alpha-beta memory T cell",0.6311688311688312,CD4-positive helper T cell,0.3108225108225108,gamma-delta T cell,0.0528138528138528,celloracle,10,ATF3,IFNG,0.0982996
imm_atlas_TT_p01,6,1051,"naive thymus-derived CD4-positive, alpha-beta T cell",0.346336822074215,T follicular helper cell,0.192197906755471,"effector memory CD4-positive, alpha-beta T cell",0.176022835394862,astar_path,1,JUN,FOS,0.9170680764904434
imm_atlas_TT_p01,6,1051,"naive thymus-derived CD4-positive, alpha-beta T cell",0.346336822074215,T follicular helper cell,0.192197906755471,"effector memory CD4-positive, alpha-beta T cell",0.176022835394862,astar_path,2,FOS,CD69,0.8868545833236504
imm_atlas_TT_p01,6,1051,"naive thymus-derived CD4-positive, alpha-beta T cell",0.346336822074215,T follicular helper cell,0.192197906755471,"effector memory CD4-positive, alpha-beta T cell",0.176022835394862,astar_path,3,TP53,EEF1A1,0.8752340375026448
imm_atlas_TT_p01,6,1051,"naive thymus-derived CD4-positive, alpha-beta T cell",0.346336822074215,T follicular helper cell,0.192197906755471,"effector memory CD4-positive, alpha-beta T cell",0.176022835394862,astar_path,4,NFKB1,B2M,0.8743041612017309
imm_atlas_TT_p01,6,1051,"naive thymus-derived CD4-positive, alpha-beta T cell",0.346336822074215,T follicular helper cell,0.192197906755471,"effector memory CD4-positive, alpha-beta T cell",0.176022835394862,astar_path,5,JUN,VIM,0.868748146289604
imm_atlas_TT_p01,6,1051,"naive thymus-derived CD4-positive, alpha-beta T cell",0.346336822074215,T follicular helper cell,0.192197906755471,"effector memory CD4-positive, alpha-beta T cell",0.176022835394862,astar_path,6,JUNB,UBC,0.8657034983611217
imm_atlas_TT_p01,6,1051,"naive thymus-derived CD4-positive, alpha-beta T cell",0.346336822074215,T follicular helper cell,0.192197906755471,"effector memory CD4-positive, alpha-beta T cell",0.176022835394862,astar_path,7,MYC,RPL10,0.8540972631265674
imm_atlas_TT_p01,6,1051,"naive thymus-derived CD4-positive, alpha-beta T cell",0.346336822074215,T follicular helper cell,0.192197906755471,"effector memory CD4-positive, alpha-beta T cell",0.176022835394862,astar_path,8,USF2,B2M,0.8539322341935761
imm_atlas_TT_p01,6,1051,"naive thymus-derived CD4-positive, alpha-beta T cell",0.346336822074215,T follicular helper cell,0.192197906755471,"effector memory CD4-positive, alpha-beta T cell",0.176022835394862,astar_path,9,MYC,RPL13,0.8503129940502171
imm_atlas_TT_p01,6,1051,"naive thymus-derived CD4-positive, alpha-beta T cell",0.346336822074215,T follicular helper cell,0.192197906755471,"effector memory CD4-positive, alpha-beta T cell",0.176022835394862,astar_path,10,USF1,B2M,0.8470761993384891
imm_atlas_TT_p01,6,1051,"naive thymus-derived CD4-positive, alpha-beta T cell",0.346336822074215,T follicular helper cell,0.192197906755471,"effector memory CD4-positive, alpha-beta T cell",0.176022835394862,scenic,1,JUN,FOS,633.0966765597751
imm_atlas_TT_p01,6,1051,"naive thymus-derived CD4-positive, alpha-beta T cell",0.346336822074215,T follicular helper cell,0.192197906755471,"effector memory CD4-positive, alpha-beta T cell",0.176022835394862,scenic,2,FOS,JUN,609.4122226997483
imm_atlas_TT_p01,6,1051,"naive thymus-derived CD4-positive, alpha-beta T cell",0.346336822074215,T follicular helper cell,0.192197906755471,"effector memory CD4-positive, alpha-beta T cell",0.176022835394862,scenic,3,JUN,DUSP1,350.9483346603139
imm_atlas_TT_p01,6,1051,"naive thymus-derived CD4-positive, alpha-beta T cell",0.346336822074215,T follicular helper cell,0.192197906755471,"effector memory CD4-positive, alpha-beta T cell",0.176022835394862,scenic,4,FOSB,FOS,350.55928083954
imm_atlas_TT_p01,6,1051,"naive thymus-derived CD4-positive, alpha-beta T cell",0.346336822074215,T follicular helper cell,0.192197906755471,"effector memory CD4-positive, alpha-beta T cell",0.176022835394862,scenic,5,FOS,FOSB,280.15679270338774
imm_atlas_TT_p01,6,1051,"naive thymus-derived CD4-positive, alpha-beta T cell",0.346336822074215,T follicular helper cell,0.192197906755471,"effector memory CD4-positive, alpha-beta T cell",0.176022835394862,scenic,6,JUN,PPP1R15A,264.1575450569992
imm_atlas_TT_p01,6,1051,"naive thymus-derived CD4-positive, alpha-beta T cell",0.346336822074215,T follicular helper cell,0.192197906755471,"effector memory CD4-positive, alpha-beta T cell",0.176022835394862,scenic,7,JUNB,ZFP36,244.9876833321373
imm_atlas_TT_p01,6,1051,"naive thymus-derived CD4-positive, alpha-beta T cell",0.346336822074215,T follicular helper cell,0.192197906755471,"effector memory CD4-positive, alpha-beta T cell",0.176022835394862,scenic,8,JUN,HSP90AA1,218.8960530287453
imm_atlas_TT_p01,6,1051,"naive thymus-derived CD4-positive, alpha-beta T cell",0.346336822074215,T follicular helper cell,0.192197906755471,"effector memory CD4-positive, alpha-beta T cell",0.176022835394862,scenic,9,JUN,KLF6,200.631077555998
imm_atlas_TT_p01,6,1051,"naive thymus-derived CD4-positive, alpha-beta T cell",0.346336822074215,T follicular helper cell,0.192197906755471,"effector memory CD4-positive, alpha-beta T cell",0.176022835394862,scenic,10,IKZF2,FOXP3,188.7118486216956
imm_atlas_TT_p01,6,1051,"naive thymus-derived CD4-positive, alpha-beta T cell",0.346336822074215,T follicular helper cell,0.192197906755471,"effector memory CD4-positive, alpha-beta T cell",0.176022835394862,celloracle,1,JUN,HBB,0.3031122
imm_atlas_TT_p01,6,1051,"naive thymus-derived CD4-positive, alpha-beta T cell",0.346336822074215,T follicular helper cell,0.192197906755471,"effector memory CD4-positive, alpha-beta T cell",0.176022835394862,celloracle,2,NR3C1,IL7R,0.29164737
imm_atlas_TT_p01,6,1051,"naive thymus-derived CD4-positive, alpha-beta T cell",0.346336822074215,T follicular helper cell,0.192197906755471,"effector memory CD4-positive, alpha-beta T cell",0.176022835394862,celloracle,3,MYC,IL7R,0.18457244
imm_atlas_TT_p01,6,1051,"naive thymus-derived CD4-positive, alpha-beta T cell",0.346336822074215,T follicular helper cell,0.192197906755471,"effector memory CD4-positive, alpha-beta T cell",0.176022835394862,celloracle,4,MYC,DNAJB1,0.14802708
imm_atlas_TT_p01,6,1051,"naive thymus-derived CD4-positive, alpha-beta T cell",0.346336822074215,T follicular helper cell,0.192197906755471,"effector memory CD4-positive, alpha-beta T cell",0.176022835394862,celloracle,5,MYC,LTB,0.13705145
imm_atlas_TT_p01,6,1051,"naive thymus-derived CD4-positive, alpha-beta T cell",0.346336822074215,T follicular helper cell,0.192197906755471,"effector memory CD4-positive, alpha-beta T cell",0.176022835394862,celloracle,6,EGR1,NR4A1,0.11954994
imm_atlas_TT_p01,6,1051,"naive thymus-derived CD4-positive, alpha-beta T cell",0.346336822074215,T follicular helper cell,0.192197906755471,"effector memory CD4-positive, alpha-beta T cell",0.176022835394862,celloracle,7,NFKB1,LTB,0.11558827
imm_atlas_TT_p01,6,1051,"naive thymus-derived CD4-positive, alpha-beta T cell",0.346336822074215,T follicular helper cell,0.192197906755471,"effector memory CD4-positive, alpha-beta T cell",0.176022835394862,celloracle,8,IRF1,CD74,0.10819417
imm_atlas_TT_p01,6,1051,"naive thymus-derived CD4-positive, alpha-beta T cell",0.346336822074215,T follicular helper cell,0.192197906755471,"effector memory CD4-positive, alpha-beta T cell",0.176022835394862,celloracle,9,JUN,HSPB1,0.10544028
imm_atlas_TT_p01,6,1051,"naive thymus-derived CD4-positive, alpha-beta T cell",0.346336822074215,T follicular helper cell,0.192197906755471,"effector memory CD4-positive, alpha-beta T cell",0.176022835394862,celloracle,10,IRF1,SOCS1,0.10228808
imm_atlas_TT_p01,9,857,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",0.3010501750291715,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.2613768961493582,mucosal invariant T cell,0.1831971995332555,astar_path,1,NFKB1,B2M,0.8992407125623154
imm_atlas_TT_p01,9,857,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",0.3010501750291715,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.2613768961493582,mucosal invariant T cell,0.1831971995332555,astar_path,2,USF2,B2M,0.8872677742720461
imm_atlas_TT_p01,9,857,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",0.3010501750291715,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.2613768961493582,mucosal invariant T cell,0.1831971995332555,astar_path,3,FOS,CCL5,0.8802538615585971
imm_atlas_TT_p01,9,857,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",0.3010501750291715,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.2613768961493582,mucosal invariant T cell,0.1831971995332555,astar_path,4,JUN,CCL5,0.8798458659686005
imm_atlas_TT_p01,9,857,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",0.3010501750291715,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.2613768961493582,mucosal invariant T cell,0.1831971995332555,astar_path,5,USF1,B2M,0.8727055856224402
imm_atlas_TT_p01,9,857,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",0.3010501750291715,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.2613768961493582,mucosal invariant T cell,0.1831971995332555,astar_path,6,TP53,EEF1A1,0.8644153778786563
imm_atlas_TT_p01,9,857,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",0.3010501750291715,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.2613768961493582,mucosal invariant T cell,0.1831971995332555,astar_path,7,JUN,FOS,0.8612345396428448
imm_atlas_TT_p01,9,857,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",0.3010501750291715,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.2613768961493582,mucosal invariant T cell,0.1831971995332555,astar_path,8,JUNB,UBC,0.8576994654749273
imm_atlas_TT_p01,9,857,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",0.3010501750291715,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.2613768961493582,mucosal invariant T cell,0.1831971995332555,astar_path,9,IRF1,HLA-A,0.8573664432259459
imm_atlas_TT_p01,9,857,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",0.3010501750291715,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.2613768961493582,mucosal invariant T cell,0.1831971995332555,astar_path,10,JUN,VIM,0.8558221591278188
imm_atlas_TT_p01,9,857,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",0.3010501750291715,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.2613768961493582,mucosal invariant T cell,0.1831971995332555,scenic,1,FOS,FOSB,338.66653107000536
imm_atlas_TT_p01,9,857,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",0.3010501750291715,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.2613768961493582,mucosal invariant T cell,0.1831971995332555,scenic,2,FOS,JUN,335.3732426465095
imm_atlas_TT_p01,9,857,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",0.3010501750291715,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.2613768961493582,mucosal invariant T cell,0.1831971995332555,scenic,3,FOSB,FOS,334.40182418307364
imm_atlas_TT_p01,9,857,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",0.3010501750291715,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.2613768961493582,mucosal invariant T cell,0.1831971995332555,scenic,4,JUN,FOS,276.962302731928
imm_atlas_TT_p01,9,857,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",0.3010501750291715,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.2613768961493582,mucosal invariant T cell,0.1831971995332555,scenic,5,FOS,CD69,238.8903398909166
imm_atlas_TT_p01,9,857,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",0.3010501750291715,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.2613768961493582,mucosal invariant T cell,0.1831971995332555,scenic,6,JUN,DUSP1,228.80626618431845
imm_atlas_TT_p01,9,857,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",0.3010501750291715,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.2613768961493582,mucosal invariant T cell,0.1831971995332555,scenic,7,JUN,KLF6,188.6346760312236
imm_atlas_TT_p01,9,857,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",0.3010501750291715,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.2613768961493582,mucosal invariant T cell,0.1831971995332555,scenic,8,JUN,HSP90AA1,184.70496453092056
imm_atlas_TT_p01,9,857,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",0.3010501750291715,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.2613768961493582,mucosal invariant T cell,0.1831971995332555,scenic,9,JUNB,JUN,154.20549431614705
imm_atlas_TT_p01,9,857,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",0.3010501750291715,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.2613768961493582,mucosal invariant T cell,0.1831971995332555,scenic,10,JUN,PPP1R15A,137.03350092317066
imm_atlas_TT_p01,9,857,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",0.3010501750291715,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.2613768961493582,mucosal invariant T cell,0.1831971995332555,celloracle,1,NR4A1,JUN,0.23371899
imm_atlas_TT_p01,9,857,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",0.3010501750291715,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.2613768961493582,mucosal invariant T cell,0.1831971995332555,celloracle,2,ATF3,IFNG,0.22797439
imm_atlas_TT_p01,9,857,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",0.3010501750291715,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.2613768961493582,mucosal invariant T cell,0.1831971995332555,celloracle,3,ATF3,EGR1,0.22639234
imm_atlas_TT_p01,9,857,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",0.3010501750291715,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.2613768961493582,mucosal invariant T cell,0.1831971995332555,celloracle,4,JUN,HBB,0.21927108
imm_atlas_TT_p01,9,857,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",0.3010501750291715,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.2613768961493582,mucosal invariant T cell,0.1831971995332555,celloracle,5,NFYA,HSPA1A,0.20977645
imm_atlas_TT_p01,9,857,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",0.3010501750291715,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.2613768961493582,mucosal invariant T cell,0.1831971995332555,celloracle,6,JUN,IFNG,0.16625176
imm_atlas_TT_p01,9,857,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",0.3010501750291715,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.2613768961493582,mucosal invariant T cell,0.1831971995332555,celloracle,7,JUN,GNLY,0.15553746
imm_atlas_TT_p01,9,857,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",0.3010501750291715,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.2613768961493582,mucosal invariant T cell,0.1831971995332555,celloracle,8,JUN,GZMB,0.154344
imm_atlas_TT_p01,9,857,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",0.3010501750291715,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.2613768961493582,mucosal invariant T cell,0.1831971995332555,celloracle,9,EGR1,CD74,0.153228
imm_atlas_TT_p01,9,857,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",0.3010501750291715,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.2613768961493582,mucosal invariant T cell,0.1831971995332555,celloracle,10,NR3C1,GZMA,0.1506378
imm_atlas_TT_p01,10,818,"naive thymus-derived CD4-positive, alpha-beta T cell",0.4180929095354523,"effector memory CD4-positive, alpha-beta T cell",0.2151589242053789,"naive thymus-derived CD8-positive, alpha-beta T cell",0.1246943765281173,astar_path,1,JUN,FOS,0.8926443263459047
imm_atlas_TT_p01,10,818,"naive thymus-derived CD4-positive, alpha-beta T cell",0.4180929095354523,"effector memory CD4-positive, alpha-beta T cell",0.2151589242053789,"naive thymus-derived CD8-positive, alpha-beta T cell",0.1246943765281173,astar_path,2,TP53,EEF1A1,0.8794054380084091
imm_atlas_TT_p01,10,818,"naive thymus-derived CD4-positive, alpha-beta T cell",0.4180929095354523,"effector memory CD4-positive, alpha-beta T cell",0.2151589242053789,"naive thymus-derived CD8-positive, alpha-beta T cell",0.1246943765281173,astar_path,3,JUNB,UBC,0.866797921473745
imm_atlas_TT_p01,10,818,"naive thymus-derived CD4-positive, alpha-beta T cell",0.4180929095354523,"effector memory CD4-positive, alpha-beta T cell",0.2151589242053789,"naive thymus-derived CD8-positive, alpha-beta T cell",0.1246943765281173,astar_path,4,JUN,VIM,0.8620375092192147
imm_atlas_TT_p01,10,818,"naive thymus-derived CD4-positive, alpha-beta T cell",0.4180929095354523,"effector memory CD4-positive, alpha-beta T cell",0.2151589242053789,"naive thymus-derived CD8-positive, alpha-beta T cell",0.1246943765281173,astar_path,5,FOS,CD69,0.8614492870040662
imm_atlas_TT_p01,10,818,"naive thymus-derived CD4-positive, alpha-beta T cell",0.4180929095354523,"effector memory CD4-positive, alpha-beta T cell",0.2151589242053789,"naive thymus-derived CD8-positive, alpha-beta T cell",0.1246943765281173,astar_path,6,NFKB1,B2M,0.8614106149228208
imm_atlas_TT_p01,10,818,"naive thymus-derived CD4-positive, alpha-beta T cell",0.4180929095354523,"effector memory CD4-positive, alpha-beta T cell",0.2151589242053789,"naive thymus-derived CD8-positive, alpha-beta T cell",0.1246943765281173,astar_path,7,MYC,RPL10,0.855438508089861
imm_atlas_TT_p01,10,818,"naive thymus-derived CD4-positive, alpha-beta T cell",0.4180929095354523,"effector memory CD4-positive, alpha-beta T cell",0.2151589242053789,"naive thymus-derived CD8-positive, alpha-beta T cell",0.1246943765281173,astar_path,8,USF2,B2M,0.8546081373353234
imm_atlas_TT_p01,10,818,"naive thymus-derived CD4-positive, alpha-beta T cell",0.4180929095354523,"effector memory CD4-positive, alpha-beta T cell",0.2151589242053789,"naive thymus-derived CD8-positive, alpha-beta T cell",0.1246943765281173,astar_path,9,MYC,RPL13,0.8522490227866591
imm_atlas_TT_p01,10,818,"naive thymus-derived CD4-positive, alpha-beta T cell",0.4180929095354523,"effector memory CD4-positive, alpha-beta T cell",0.2151589242053789,"naive thymus-derived CD8-positive, alpha-beta T cell",0.1246943765281173,astar_path,10,USF1,B2M,0.8443916421186305
imm_atlas_TT_p01,10,818,"naive thymus-derived CD4-positive, alpha-beta T cell",0.4180929095354523,"effector memory CD4-positive, alpha-beta T cell",0.2151589242053789,"naive thymus-derived CD8-positive, alpha-beta T cell",0.1246943765281173,scenic,1,FOS,JUNB,306.0497407259569
imm_atlas_TT_p01,10,818,"naive thymus-derived CD4-positive, alpha-beta T cell",0.4180929095354523,"effector memory CD4-positive, alpha-beta T cell",0.2151589242053789,"naive thymus-derived CD8-positive, alpha-beta T cell",0.1246943765281173,scenic,2,JUNB,FOS,277.76708785106047
imm_atlas_TT_p01,10,818,"naive thymus-derived CD4-positive, alpha-beta T cell",0.4180929095354523,"effector memory CD4-positive, alpha-beta T cell",0.2151589242053789,"naive thymus-derived CD8-positive, alpha-beta T cell",0.1246943765281173,scenic,3,FOSB,FOS,254.7859797279309
imm_atlas_TT_p01,10,818,"naive thymus-derived CD4-positive, alpha-beta T cell",0.4180929095354523,"effector memory CD4-positive, alpha-beta T cell",0.2151589242053789,"naive thymus-derived CD8-positive, alpha-beta T cell",0.1246943765281173,scenic,4,FOS,FOSB,249.12339435866284
imm_atlas_TT_p01,10,818,"naive thymus-derived CD4-positive, alpha-beta T cell",0.4180929095354523,"effector memory CD4-positive, alpha-beta T cell",0.2151589242053789,"naive thymus-derived CD8-positive, alpha-beta T cell",0.1246943765281173,scenic,5,FOS,JUN,237.61345828783743
imm_atlas_TT_p01,10,818,"naive thymus-derived CD4-positive, alpha-beta T cell",0.4180929095354523,"effector memory CD4-positive, alpha-beta T cell",0.2151589242053789,"naive thymus-derived CD8-positive, alpha-beta T cell",0.1246943765281173,scenic,6,JUN,DUSP1,180.7383994832794
imm_atlas_TT_p01,10,818,"naive thymus-derived CD4-positive, alpha-beta T cell",0.4180929095354523,"effector memory CD4-positive, alpha-beta T cell",0.2151589242053789,"naive thymus-derived CD8-positive, alpha-beta T cell",0.1246943765281173,scenic,7,FOS,CD69,168.63927503306172
imm_atlas_TT_p01,10,818,"naive thymus-derived CD4-positive, alpha-beta T cell",0.4180929095354523,"effector memory CD4-positive, alpha-beta T cell",0.2151589242053789,"naive thymus-derived CD8-positive, alpha-beta T cell",0.1246943765281173,scenic,8,FOS,NR4A1,115.76773343209422
imm_atlas_TT_p01,10,818,"naive thymus-derived CD4-positive, alpha-beta T cell",0.4180929095354523,"effector memory CD4-positive, alpha-beta T cell",0.2151589242053789,"naive thymus-derived CD8-positive, alpha-beta T cell",0.1246943765281173,scenic,9,JUNB,ZFP36,114.49971759986174
imm_atlas_TT_p01,10,818,"naive thymus-derived CD4-positive, alpha-beta T cell",0.4180929095354523,"effector memory CD4-positive, alpha-beta T cell",0.2151589242053789,"naive thymus-derived CD8-positive, alpha-beta T cell",0.1246943765281173,scenic,10,KLF6,NFKBIA,113.967758074116
imm_atlas_TT_p01,10,818,"naive thymus-derived CD4-positive, alpha-beta T cell",0.4180929095354523,"effector memory CD4-positive, alpha-beta T cell",0.2151589242053789,"naive thymus-derived CD8-positive, alpha-beta T cell",0.1246943765281173,celloracle,1,ATF3,JUN,0.17775385
imm_atlas_TT_p01,10,818,"naive thymus-derived CD4-positive, alpha-beta T cell",0.4180929095354523,"effector memory CD4-positive, alpha-beta T cell",0.2151589242053789,"naive thymus-derived CD8-positive, alpha-beta T cell",0.1246943765281173,celloracle,2,NR3C1,IL7R,0.14103481
imm_atlas_TT_p01,10,818,"naive thymus-derived CD4-positive, alpha-beta T cell",0.4180929095354523,"effector memory CD4-positive, alpha-beta T cell",0.2151589242053789,"naive thymus-derived CD8-positive, alpha-beta T cell",0.1246943765281173,celloracle,3,EGR1,NR4A1,0.11401589
imm_atlas_TT_p01,10,818,"naive thymus-derived CD4-positive, alpha-beta T cell",0.4180929095354523,"effector memory CD4-positive, alpha-beta T cell",0.2151589242053789,"naive thymus-derived CD8-positive, alpha-beta T cell",0.1246943765281173,celloracle,4,NFKB1,LTB,0.10563668
imm_atlas_TT_p01,10,818,"naive thymus-derived CD4-positive, alpha-beta T cell",0.4180929095354523,"effector memory CD4-positive, alpha-beta T cell",0.2151589242053789,"naive thymus-derived CD8-positive, alpha-beta T cell",0.1246943765281173,celloracle,5,EGR1,AREG,0.10282759
imm_atlas_TT_p01,10,818,"naive thymus-derived CD4-positive, alpha-beta T cell",0.4180929095354523,"effector memory CD4-positive, alpha-beta T cell",0.2151589242053789,"naive thymus-derived CD8-positive, alpha-beta T cell",0.1246943765281173,celloracle,6,ETS1,SELL,0.10088761
