sampleid,cluster_id,edge,region,n_methods_topk,in_any_label_topk,label_topk_methods,in_astar_path_top200,in_astar_path_top10,astar_path_rank,in_scenic_top200,in_scenic_top10,scenic_rank,in_celloracle_top200,in_celloracle_top10,celloracle_rank
imm_atlas_TT_p01,0,AHR->FOS,100,1,False,,True,False,71.0,False,False,,False,False,
imm_atlas_TT_p01,0,ATF1->CREB1,010,1,False,,False,False,,True,False,191.0,False,False,
imm_atlas_TT_p01,0,ATF2->JUN,100,1,False,,True,False,155.0,False,False,,False,False,
imm_atlas_TT_p01,0,ATF3->CH25H,001,1,False,,False,False,,False,False,,True,False,43.0
imm_atlas_TT_p01,0,ATF3->IRS2,001,1,False,,False,False,,False,False,,True,False,195.0
imm_atlas_TT_p01,0,ATF3->JUN,001,1,True,celloracle,False,False,,False,False,,True,True,2.0
imm_atlas_TT_p01,0,ATF3->PMAIP1,001,1,False,,False,False,,False,False,,True,False,75.0
imm_atlas_TT_p01,0,BATF->MAF,011,2,False,,False,False,,True,False,61.0,True,False,17.0
imm_atlas_TT_p01,0,BCL6->GATA3,001,1,False,,False,False,,False,False,,True,False,123.0
imm_atlas_TT_p01,0,BHLHE40->CYP51A1,010,1,False,,False,False,,True,False,160.0,False,False,
imm_atlas_TT_p01,0,BHLHE40->RUNX2,001,1,False,,False,False,,False,False,,True,False,84.0
imm_atlas_TT_p01,0,CEBPB->BCL2A1,001,1,False,,False,False,,False,False,,True,False,146.0
imm_atlas_TT_p01,0,CEBPB->CCL5,011,2,False,,False,False,,True,False,122.0,True,False,72.0
imm_atlas_TT_p01,0,CEBPB->CTSC,001,1,False,,False,False,,False,False,,True,False,106.0
imm_atlas_TT_p01,0,CEBPB->CXCR4,010,1,False,,False,False,,True,False,74.0,False,False,
imm_atlas_TT_p01,0,CEBPB->DUSP1,010,1,False,,False,False,,True,False,71.0,False,False,
imm_atlas_TT_p01,0,CEBPB->FOS,110,2,False,,True,False,33.0,True,False,45.0,False,False,
imm_atlas_TT_p01,0,CEBPB->HSPA5,010,1,False,,False,False,,True,False,116.0,False,False,
imm_atlas_TT_p01,0,CEBPB->ID2,010,1,False,,False,False,,True,False,59.0,False,False,
imm_atlas_TT_p01,0,CEBPB->IL2,010,1,False,,False,False,,True,False,28.0,False,False,
imm_atlas_TT_p01,0,CEBPB->NR3C1,010,1,False,,False,False,,True,False,64.0,False,False,
imm_atlas_TT_p01,0,CEBPB->PTGER4,010,1,False,,False,False,,True,False,168.0,False,False,
imm_atlas_TT_p01,0,CEBPB->ST6GAL1,001,1,False,,False,False,,False,False,,True,False,182.0
imm_atlas_TT_p01,0,CEBPB->TNFAIP3,011,2,True,celloracle,False,False,,True,False,29.0,True,True,1.0
imm_atlas_TT_p01,0,CEBPB->ZFP36,010,1,False,,False,False,,True,False,49.0,False,False,
imm_atlas_TT_p01,0,CREB1->FOS,100,1,False,,True,False,63.0,False,False,,False,False,
imm_atlas_TT_p01,0,CREB1->JUN,010,1,False,,False,False,,True,False,94.0,False,False,
imm_atlas_TT_p01,0,CREM->APRT,010,1,False,,False,False,,True,False,178.0,False,False,
imm_atlas_TT_p01,0,CREM->BRAF,001,1,False,,False,False,,False,False,,True,False,69.0
imm_atlas_TT_p01,0,CREM->CALM1,010,1,False,,False,False,,True,False,72.0,False,False,
imm_atlas_TT_p01,0,CREM->DUSP4,010,1,False,,False,False,,True,False,42.0,False,False,
imm_atlas_TT_p01,0,CREM->NR3C1,011,2,True,celloracle,False,False,,True,False,157.0,True,True,9.0
imm_atlas_TT_p01,0,CREM->PER1,010,1,False,,False,False,,True,False,35.0,False,False,
imm_atlas_TT_p01,0,E2F4->ACTG1,100,1,False,,True,False,157.0,False,False,,False,False,
imm_atlas_TT_p01,0,E2F4->JUN,100,1,False,,True,False,151.0,False,False,,False,False,
imm_atlas_TT_p01,0,E2F4->RPS8,100,1,False,,True,False,19.0,False,False,,False,False,
imm_atlas_TT_p01,0,EGR1->AREG,001,1,False,,False,False,,False,False,,True,False,56.0
imm_atlas_TT_p01,0,EGR1->BCL2,001,1,False,,False,False,,False,False,,True,False,185.0
imm_atlas_TT_p01,0,EGR1->BCL2A1,001,1,False,,False,False,,False,False,,True,False,120.0
imm_atlas_TT_p01,0,EGR1->FYN,001,1,False,,False,False,,False,False,,True,False,71.0
imm_atlas_TT_p01,0,EGR1->GADD45A,001,1,False,,False,False,,False,False,,True,False,136.0
imm_atlas_TT_p01,0,EGR1->MAP3K1,001,1,False,,False,False,,False,False,,True,False,193.0
imm_atlas_TT_p01,0,EGR1->NR3C1,001,1,False,,False,False,,False,False,,True,False,142.0
imm_atlas_TT_p01,0,EGR1->STMN1,001,1,False,,False,False,,False,False,,True,False,189.0
imm_atlas_TT_p01,0,EGR1->TIMP1,001,1,False,,False,False,,False,False,,True,False,104.0
imm_atlas_TT_p01,0,EGR1->TKT,001,1,False,,False,False,,False,False,,True,False,155.0
imm_atlas_TT_p01,0,EGR1->TNFSF10,001,1,False,,False,False,,False,False,,True,False,162.0
imm_atlas_TT_p01,0,EGR2->CEBPB,001,1,False,,False,False,,False,False,,True,False,181.0
imm_atlas_TT_p01,0,ELF1->CDKN1B,010,1,False,,False,False,,True,False,34.0,False,False,
imm_atlas_TT_p01,0,ELF1->GRB2,010,1,False,,False,False,,True,False,170.0,False,False,
imm_atlas_TT_p01,0,ELF1->HSPA5,010,1,False,,False,False,,True,False,37.0,False,False,
imm_atlas_TT_p01,0,ELK1->FOS,100,1,False,,True,False,87.0,False,False,,False,False,
imm_atlas_TT_p01,0,ELK4->FOS,100,1,False,,True,False,78.0,False,False,,False,False,
imm_atlas_TT_p01,0,ESR2->JUN,100,1,False,,True,False,188.0,False,False,,False,False,
imm_atlas_TT_p01,0,ETS1->BCL2,010,1,False,,False,False,248.0,True,False,51.0,False,False,
imm_atlas_TT_p01,0,ETS1->BIRC3,011,2,True,celloracle,False,False,,True,False,86.0,True,True,8.0
imm_atlas_TT_p01,0,ETS1->CD3D,100,1,False,,True,False,68.0,False,False,,False,False,
imm_atlas_TT_p01,0,ETS1->CD4,001,1,False,,False,False,266.0,False,False,,True,False,74.0
imm_atlas_TT_p01,0,ETS1->CD6,001,1,False,,False,False,242.0,False,False,,True,False,70.0
imm_atlas_TT_p01,0,ETS1->CD8A,001,1,False,,False,False,290.0,False,False,,True,False,13.0
imm_atlas_TT_p01,0,ETS1->CXCR4,100,1,False,,True,False,36.0,False,False,,False,False,
imm_atlas_TT_p01,0,ETS1->EGR1,001,1,False,,False,False,312.0,False,False,,True,False,89.0
imm_atlas_TT_p01,0,ETS1->FOS,100,1,False,,True,False,14.0,False,False,,False,False,
imm_atlas_TT_p01,0,ETS1->HPGD,010,1,False,,False,False,324.0,True,False,198.0,False,False,
imm_atlas_TT_p01,0,ETS1->ITGB2,001,1,False,,False,False,,False,False,,True,False,76.0
imm_atlas_TT_p01,0,ETS1->JAK3,001,1,False,,False,False,268.0,False,False,,True,False,135.0
imm_atlas_TT_p01,0,ETS1->JUN,100,1,False,,True,False,43.0,False,False,,False,False,
imm_atlas_TT_p01,0,ETS1->LCP1,100,1,False,,True,False,144.0,False,False,,False,False,
imm_atlas_TT_p01,0,ETS1->LTB,100,1,False,,True,False,39.0,False,False,,False,False,1312.0
imm_atlas_TT_p01,0,ETS1->MCL1,100,1,False,,True,False,132.0,False,False,,False,False,
imm_atlas_TT_p01,0,ETS1->RUNX3,001,1,False,,False,False,,False,False,,True,False,41.0
imm_atlas_TT_p01,0,ETS1->SELL,011,2,False,,False,False,,True,False,145.0,True,False,14.0
imm_atlas_TT_p01,0,ETS1->STAT1,001,1,False,,False,False,,False,False,,True,False,158.0
imm_atlas_TT_p01,0,ETS1->TFRC,010,1,False,,False,False,,True,False,169.0,False,False,433.0
imm_atlas_TT_p01,0,ETS1->ZEB1,001,1,False,,False,False,,False,False,,True,False,151.0
imm_atlas_TT_p01,0,ETS2->HNRNPC,010,1,False,,False,False,,True,False,161.0,False,False,
imm_atlas_TT_p01,0,FLI1->BCL2,010,1,False,,False,False,,True,False,114.0,False,False,
imm_atlas_TT_p01,0,FLI1->UPP1,010,1,False,,False,False,,True,False,173.0,False,False,
imm_atlas_TT_p01,0,FOS->ACP5,100,1,False,,True,False,90.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->BATF3,100,1,False,,True,False,96.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->BCL2L1,100,1,False,,True,False,93.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->CALM1,100,1,False,,True,False,11.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->CCL2,100,1,False,,True,False,106.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->CCL5,100,1,False,,True,False,73.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->CD40LG,110,2,False,,True,False,53.0,True,False,26.0,False,False,
imm_atlas_TT_p01,0,FOS->CD44,100,1,False,,True,False,29.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->CD69,110,2,True,astar_path;scenic,True,True,2.0,True,True,10.0,False,False,
imm_atlas_TT_p01,0,FOS->CDK4,100,1,False,,True,False,84.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->CEBPB,110,2,False,,True,False,88.0,True,False,25.0,False,False,
imm_atlas_TT_p01,0,FOS->CREM,100,1,False,,True,False,49.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->CSTA,100,1,False,,True,False,109.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->CXCL8,100,1,False,,True,False,113.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->DDIT3,100,1,False,,True,False,66.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->ERCC1,100,1,False,,True,False,62.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->ERCC4,100,1,False,,True,False,86.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->ETS1,100,1,False,,True,False,27.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->EZR,100,1,False,,True,False,31.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->FAS,100,1,False,,True,False,85.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->FASN,100,1,False,,True,False,91.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->FGF2,100,1,False,,True,False,112.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->FOSB,010,1,True,scenic,False,False,,True,True,3.0,False,False,
imm_atlas_TT_p01,0,FOS->FOSL1,100,1,False,,True,False,108.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->FOXO3,100,1,False,,True,False,158.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->GSTP1,100,1,False,,True,False,37.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->HSPA5,010,1,False,,False,False,,True,False,57.0,False,False,
imm_atlas_TT_p01,0,FOS->HSPH1,110,2,False,,True,False,46.0,True,False,177.0,False,False,
imm_atlas_TT_p01,0,FOS->IL1B,100,1,False,,True,False,100.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->IL2,100,1,False,,True,False,110.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->IL2RA,100,1,False,,True,False,97.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->IL7R,010,1,False,,False,False,,True,False,14.0,False,False,
imm_atlas_TT_p01,0,FOS->JUN,010,1,True,scenic,False,False,,True,True,5.0,False,False,
imm_atlas_TT_p01,0,FOS->JUNB,010,1,True,scenic,False,False,,True,True,1.0,False,False,
imm_atlas_TT_p01,0,FOS->JUND,010,1,False,,False,False,,True,False,13.0,False,False,
imm_atlas_TT_p01,0,FOS->LRIG2,100,1,False,,True,False,95.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->MAF,100,1,False,,True,False,61.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->MAPRE2,010,1,False,,False,False,,True,False,124.0,False,False,
imm_atlas_TT_p01,0,FOS->MELTF,100,1,False,,True,False,101.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->MMP9,100,1,False,,True,False,114.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->MRTFA,100,1,False,,True,False,177.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->MYC,100,1,False,,True,False,60.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->NAT1,100,1,False,,True,False,111.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->NEFL,100,1,False,,True,False,89.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->NF1,100,1,False,,True,False,174.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->NFATC1,100,1,False,,True,False,72.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->NFKBIA,010,1,False,,False,False,,True,False,22.0,False,False,
imm_atlas_TT_p01,0,FOS->NQO1,100,1,False,,True,False,103.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->NR3C1,010,1,False,,False,False,384.0,True,False,62.0,False,False,
imm_atlas_TT_p01,0,FOS->PDHA1,100,1,False,,True,False,83.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->PER1,010,1,False,,False,False,,True,False,78.0,False,False,
imm_atlas_TT_p01,0,FOS->PLAU,100,1,False,,True,False,105.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->PLAUR,100,1,False,,True,False,99.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->SMAD4,100,1,False,,True,False,81.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->SMAD7,100,1,False,,True,False,70.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->SOCS3,010,1,False,,False,False,,True,False,19.0,False,False,
imm_atlas_TT_p01,0,FOS->SP3,100,1,False,,True,False,58.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->SPTBN1,100,1,False,,True,False,123.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->SRR,100,1,False,,True,False,102.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->STAR,100,1,False,,True,False,104.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->TNF,010,1,False,,False,False,,True,False,148.0,False,False,
imm_atlas_TT_p01,0,FOS->TP53,100,1,False,,True,False,94.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->VEGFA,100,1,False,,True,False,107.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOS->ZFP36L1,010,1,False,,False,False,,True,False,65.0,False,False,
imm_atlas_TT_p01,0,FOSB->FOS,010,1,True,scenic,False,False,,True,True,6.0,False,False,
imm_atlas_TT_p01,0,FOSB->LGALS1,001,1,False,,False,False,,False,False,,True,False,163.0
imm_atlas_TT_p01,0,FOSL2->CCR4,001,1,False,,False,False,,False,False,,True,False,178.0
imm_atlas_TT_p01,0,FOXO1->CFLAR,010,1,False,,False,False,,True,False,167.0,False,False,
imm_atlas_TT_p01,0,FOXO1->CITED2,001,1,False,,False,False,,False,False,,True,False,12.0
imm_atlas_TT_p01,0,FOXO1->CXCR4,010,1,False,,False,False,,True,False,98.0,False,False,
imm_atlas_TT_p01,0,FOXO1->DGKA,001,1,False,,False,False,,False,False,,True,False,187.0
imm_atlas_TT_p01,0,FOXO1->ID2,001,1,False,,False,False,,False,False,,True,False,35.0
imm_atlas_TT_p01,0,FOXO1->KLF2,100,1,False,,True,False,159.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOXO1->MCM3AP,010,1,False,,False,False,,True,False,171.0,False,False,
imm_atlas_TT_p01,0,FOXO1->PHLPP1,010,1,False,,False,False,,True,False,146.0,False,False,
imm_atlas_TT_p01,0,FOXO1->PMAIP1,001,1,False,,False,False,,False,False,,True,False,114.0
imm_atlas_TT_p01,0,FOXO1->SELL,001,1,False,,False,False,,False,False,,True,False,78.0
imm_atlas_TT_p01,0,FOXO1->TXNIP,100,1,False,,True,False,52.0,False,False,,False,False,
imm_atlas_TT_p01,0,FOXO3->CBLB,010,1,False,,False,False,,True,False,133.0,False,False,
imm_atlas_TT_p01,0,FOXO3->CITED2,010,1,False,,False,False,,True,False,142.0,False,False,380.0
imm_atlas_TT_p01,0,FOXO3->FOXO1,001,1,False,,False,False,,False,False,224.0,True,False,137.0
imm_atlas_TT_p01,0,FOXO3->HIF1A,001,1,False,,False,False,,False,False,,True,False,179.0
imm_atlas_TT_p01,0,FOXO3->ID2,001,1,False,,False,False,,False,False,,True,False,34.0
imm_atlas_TT_p01,0,FOXO3->IRS2,010,1,False,,False,False,,True,False,67.0,False,False,
imm_atlas_TT_p01,0,FOXO3->SESN3,001,1,False,,False,False,,False,False,,True,False,132.0
imm_atlas_TT_p01,0,FOXO3->TSC22D3,010,1,False,,False,False,,True,False,121.0,False,False,
imm_atlas_TT_p01,0,FOXO3->TXNIP,110,2,False,,True,False,69.0,True,False,131.0,False,False,
imm_atlas_TT_p01,0,FOXP3->BIRC3,001,1,False,,False,False,,False,False,,True,False,45.0
imm_atlas_TT_p01,0,FOXP3->GATA3,001,1,False,,False,False,,False,False,,True,False,63.0
imm_atlas_TT_p01,0,FOXP3->IL2RA,001,1,False,,False,False,,False,False,,True,False,30.0
imm_atlas_TT_p01,0,GATA2->CTSH,001,1,False,,False,False,,False,False,,True,False,87.0
imm_atlas_TT_p01,0,GATA3->CD40LG,001,1,False,,False,False,,False,False,,True,False,58.0
imm_atlas_TT_p01,0,GATA3->IL7R,010,1,False,,False,False,,True,False,141.0,False,False,
imm_atlas_TT_p01,0,GATA3->STAT1,001,1,False,,False,False,,False,False,,True,False,164.0
imm_atlas_TT_p01,0,HES1->NR3C1,001,1,False,,False,False,,False,False,,True,False,110.0
imm_atlas_TT_p01,0,HIF1A->NPM1,100,1,False,,True,False,124.0,False,False,,False,False,
imm_atlas_TT_p01,0,HIF1A->PFKFB3,010,1,False,,False,False,,True,False,129.0,False,False,
imm_atlas_TT_p01,0,HMGA1->CYBB,010,1,False,,False,False,,True,False,119.0,False,False,
imm_atlas_TT_p01,0,ID1->PIK3R1,001,1,False,,False,False,,False,False,,True,False,59.0
imm_atlas_TT_p01,0,IKZF2->FOXP3,010,1,False,,False,False,,True,False,17.0,False,False,
imm_atlas_TT_p01,0,IKZF2->IL2RA,010,1,False,,False,False,,True,False,76.0,False,False,
imm_atlas_TT_p01,0,IRF1->BIRC3,010,1,False,,False,False,,True,False,44.0,False,False,233.0
imm_atlas_TT_p01,0,IRF1->CASP8,010,1,False,,False,False,,True,False,63.0,False,False,717.0
imm_atlas_TT_p01,0,IRF1->CD74,001,1,False,,False,False,,False,False,,True,False,31.0
imm_atlas_TT_p01,0,IRF1->CREBBP,001,1,False,,False,False,,False,False,,True,False,186.0
imm_atlas_TT_p01,0,IRF1->FOXP3,011,2,False,,False,False,,True,False,147.0,True,False,147.0
imm_atlas_TT_p01,0,IRF1->HLA-A,100,1,False,,True,False,41.0,False,False,,False,False,
imm_atlas_TT_p01,0,IRF1->PMAIP1,001,1,False,,False,False,,False,False,,True,False,53.0
imm_atlas_TT_p01,0,IRF1->SELL,001,1,False,,False,False,,False,False,,True,False,68.0
imm_atlas_TT_p01,0,IRF1->SOCS1,001,1,False,,False,False,,False,False,,True,False,141.0
imm_atlas_TT_p01,0,IRF1->STAT1,001,1,False,,False,False,,False,False,,True,False,97.0
imm_atlas_TT_p01,0,IRF1->TNFSF13B,001,1,False,,False,False,,False,False,,True,False,199.0
imm_atlas_TT_p01,0,IRF4->DNMT1,001,1,False,,False,False,,False,False,,True,False,154.0
imm_atlas_TT_p01,0,IRF4->RUNX3,011,2,False,,False,False,,True,False,189.0,True,False,175.0
imm_atlas_TT_p01,0,IRF9->STAT1,001,1,False,,False,False,,False,False,,True,False,165.0
imm_atlas_TT_p01,0,JDP2->JUN,001,1,False,,False,False,,False,False,,True,False,61.0
imm_atlas_TT_p01,0,JUN->ABL1,010,1,False,,False,False,,True,False,128.0,False,False,
imm_atlas_TT_p01,0,JUN->APP,100,1,False,,True,False,141.0,False,False,,False,False,
imm_atlas_TT_p01,0,JUN->AREG,001,1,False,,False,False,,False,False,,True,False,140.0
imm_atlas_TT_p01,0,JUN->ATF3,101,2,False,,True,False,168.0,False,False,,True,False,101.0
imm_atlas_TT_p01,0,JUN->BATF3,100,1,False,,True,False,181.0,False,False,,False,False,
imm_atlas_TT_p01,0,JUN->BBC3,001,1,False,,False,False,263.0,False,False,,True,False,124.0
imm_atlas_TT_p01,0,JUN->BRCA1,100,1,False,,True,False,192.0,False,False,,False,False,
imm_atlas_TT_p01,0,JUN->CAST,100,1,False,,True,False,146.0,False,False,,False,False,
imm_atlas_TT_p01,0,JUN->CCL2,100,1,False,,True,False,194.0,False,False,,False,False,
imm_atlas_TT_p01,0,JUN->CCL4,100,1,False,,True,False,175.0,False,False,,False,False,
imm_atlas_TT_p01,0,JUN->CCL5,100,1,False,,True,False,150.0,False,False,,False,False,899.0
imm_atlas_TT_p01,0,JUN->CCND2,100,1,False,,True,False,92.0,False,False,,False,False,
imm_atlas_TT_p01,0,JUN->CD44,100,1,False,,True,False,28.0,False,False,,False,False,
imm_atlas_TT_p01,0,JUN->CD69,010,1,True,scenic,False,False,,True,True,9.0,False,False,
imm_atlas_TT_p01,0,JUN->CD82,100,1,False,,True,False,149.0,False,False,,False,False,420.0
imm_atlas_TT_p01,0,JUN->CDKN1A,100,1,False,,True,False,161.0,False,False,,False,False,754.0
imm_atlas_TT_p01,0,JUN->CEBPB,011,2,False,,False,False,,True,False,80.0,True,False,81.0
imm_atlas_TT_p01,0,JUN->CREM,101,2,False,,True,False,118.0,False,False,,True,False,46.0
imm_atlas_TT_p01,0,JUN->CSTA,100,1,False,,True,False,200.0,False,False,,False,False,986.0
imm_atlas_TT_p01,0,JUN->CTSL,100,1,False,,True,False,179.0,False,False,,False,False,
imm_atlas_TT_p01,0,JUN->CXCR4,010,1,False,,False,False,,True,False,20.0,False,False,
imm_atlas_TT_p01,0,JUN->DDIT3,101,2,False,,True,False,139.0,False,False,,True,False,173.0
imm_atlas_TT_p01,0,JUN->DUSP1,010,1,True,scenic,False,False,,True,True,7.0,False,False,
imm_atlas_TT_p01,0,JUN->EGR1,010,1,False,,False,False,,True,False,54.0,False,False,
imm_atlas_TT_p01,0,JUN->ETS1,100,1,False,,True,False,26.0,False,False,,False,False,409.0
imm_atlas_TT_p01,0,JUN->ETS2,100,1,False,,True,False,178.0,False,False,,False,False,529.0
imm_atlas_TT_p01,0,JUN->EZR,100,1,False,,True,False,55.0,False,False,,False,False,
imm_atlas_TT_p01,0,JUN->FAS,100,1,False,,True,False,167.0,False,False,,False,False,685.0
imm_atlas_TT_p01,0,JUN->FOS,110,2,True,astar_path;scenic,True,True,1.0,True,True,8.0,False,False,
imm_atlas_TT_p01,0,JUN->FOSL1,100,1,False,,True,False,197.0,False,False,,False,False,
imm_atlas_TT_p01,0,JUN->FOSL2,001,1,False,,False,False,,False,False,,True,False,171.0
imm_atlas_TT_p01,0,JUN->GCLC,100,1,False,,True,False,186.0,False,False,,False,False,
imm_atlas_TT_p01,0,JUN->HSP90AA1,010,1,False,,False,False,,True,False,40.0,False,False,
imm_atlas_TT_p01,0,JUN->HSPB1,001,1,False,,False,False,,False,False,,True,False,103.0
imm_atlas_TT_p01,0,JUN->ICAM1,100,1,False,,True,False,193.0,False,False,,False,False,
imm_atlas_TT_p01,0,JUN->IFI16,010,1,False,,False,False,,True,False,33.0,False,False,
imm_atlas_TT_p01,0,JUN->IL1B,100,1,False,,True,False,185.0,False,False,,False,False,
imm_atlas_TT_p01,0,JUN->IL2,010,1,False,,False,False,204.0,True,False,82.0,False,False,
imm_atlas_TT_p01,0,JUN->IL24,100,1,False,,True,False,173.0,False,False,,False,False,712.0
imm_atlas_TT_p01,0,JUN->IL6ST,010,1,False,,False,False,,True,False,50.0,False,False,
imm_atlas_TT_p01,0,JUN->IL7R,111,3,True,astar_path;celloracle,True,True,3.0,True,False,47.0,True,True,4.0
imm_atlas_TT_p01,0,JUN->ITGAX,100,1,False,,True,False,190.0,False,False,,False,False,1708.0
imm_atlas_TT_p01,0,JUN->JUND,010,1,False,,False,False,,True,False,132.0,False,False,
imm_atlas_TT_p01,0,JUN->KLF6,110,2,True,astar_path,True,True,10.0,True,False,12.0,False,False,
imm_atlas_TT_p01,0,JUN->MAPRE2,001,1,False,,False,False,,False,False,,True,False,174.0
imm_atlas_TT_p01,0,JUN->MAT2A,100,1,False,,True,False,133.0,False,False,,False,False,
imm_atlas_TT_p01,0,JUN->MGP,100,1,False,,True,False,198.0,False,False,,False,False,
imm_atlas_TT_p01,0,JUN->MYB,100,1,False,,True,False,187.0,False,False,,False,False,
imm_atlas_TT_p01,0,JUN->MYC,101,2,False,,True,False,130.0,False,False,,True,False,80.0
imm_atlas_TT_p01,0,JUN->NFKB2,100,1,False,,True,False,156.0,False,False,,False,False,506.0
imm_atlas_TT_p01,0,JUN->NQO1,100,1,False,,True,False,191.0,False,False,,False,False,
imm_atlas_TT_p01,0,JUN->PDHA1,100,1,False,,True,False,165.0,False,False,,False,False,
imm_atlas_TT_p01,0,JUN->PLAT,100,1,False,,True,False,180.0,False,False,,False,False,664.0
imm_atlas_TT_p01,0,JUN->PLAUR,100,1,False,,True,False,183.0,False,False,,False,False,626.0
imm_atlas_TT_p01,0,JUN->POLD2,100,1,False,,True,False,148.0,False,False,,False,False,
imm_atlas_TT_p01,0,JUN->PPARA,100,1,False,,True,False,164.0,False,False,,False,False,
imm_atlas_TT_p01,0,JUN->PPARD,100,1,False,,True,False,171.0,False,False,,False,False,
imm_atlas_TT_p01,0,JUN->PPP1R15A,010,1,False,,False,False,,True,False,21.0,False,False,
imm_atlas_TT_p01,0,JUN->RELB,100,1,False,,True,False,154.0,False,False,,False,False,797.0
imm_atlas_TT_p01,0,JUN->RHOB,110,2,False,,True,False,121.0,True,False,15.0,False,False,
imm_atlas_TT_p01,0,JUN->RUNX2,100,1,False,,True,False,129.0,False,False,,False,False,365.0
imm_atlas_TT_p01,0,JUN->SMAD7,100,1,False,,True,False,142.0,False,False,,False,False,411.0
imm_atlas_TT_p01,0,JUN->SPI1,100,1,False,,True,False,196.0,False,False,,False,False,1384.0
imm_atlas_TT_p01,0,JUN->STMN1,100,1,False,,True,False,143.0,False,False,,False,False,709.0
imm_atlas_TT_p01,0,JUN->TGFB1,100,1,False,,True,False,116.0,False,False,,False,False,
imm_atlas_TT_p01,0,JUN->TIMP1,001,1,False,,False,False,,False,False,,True,False,86.0
imm_atlas_TT_p01,0,JUN->TIMP2,100,1,False,,True,False,189.0,False,False,,False,False,
imm_atlas_TT_p01,0,JUN->TNF,110,2,False,,True,False,176.0,True,False,107.0,False,False,
imm_atlas_TT_p01,0,JUN->TNFRSF10A,100,1,False,,True,False,169.0,False,False,,False,False,
imm_atlas_TT_p01,0,JUN->TPI1,010,1,False,,False,False,,True,False,70.0,False,False,
imm_atlas_TT_p01,0,JUN->TXN,100,1,False,,True,False,125.0,False,False,,False,False,
imm_atlas_TT_p01,0,JUN->TXNIP,010,1,False,,False,False,,True,False,68.0,False,False,
imm_atlas_TT_p01,0,JUN->VDR,100,1,False,,True,False,199.0,False,False,,False,False,
imm_atlas_TT_p01,0,JUN->VEGFA,100,1,False,,True,False,195.0,False,False,,False,False,
imm_atlas_TT_p01,0,JUN->VIM,100,1,True,astar_path,True,True,4.0,False,False,,False,False,
imm_atlas_TT_p01,0,JUN->ZFP36,010,1,False,,False,False,,True,False,66.0,False,False,
imm_atlas_TT_p01,0,JUNB->CDKN2A,100,1,False,,True,False,140.0,False,False,,False,False,
imm_atlas_TT_p01,0,JUNB->FOS,010,1,True,scenic,False,False,,True,True,2.0,False,False,
imm_atlas_TT_p01,0,JUNB->JUN,010,1,False,,False,False,,True,False,16.0,False,False,
