group,gene,mean_expression,detection_fraction,corr_phate1,corr_maturation
early_right,GATA4,1.4017653465270996,0.7194787778311624,0.09629989816406737,-0.300025163319966
early_right,GATA6,0.6492041945457458,0.39302854789573444,0.1814125964847128,-0.20777953553050696
early_right,HAND2,0.4692389965057373,0.29852271107333117,0.041215256293737304,-0.2006495206785954
early_right,ISL1,0.18572428822517395,0.12019471914087043,0.07413454892808932,-0.16185072750244006
mature_left,MEF2A,1.2116931676864624,0.6459390393926114,-0.27631282224144416,0.24201607223406976
mature_left,ESRRA,0.17979831993579865,0.12352363503888575,-0.15693878747989679,0.13626257285566873
mature_left,PPARA,0.197871595621109,0.134378910354222,-0.19490821108690773,0.1608323927441551
mature_left,IRX4,0.2016535848379135,0.13103679494828432,-0.3428711863660803,0.2845616543468144
