method,n_clusters,mean_seconds,median_seconds,total_seconds,mean_slowdown_vs_astar,mean_minutes,total_minutes
cluster_mean,7,0.4966231754847935,0.4928457736968994,3.4763622283935547,0.27411638761518275,0.008277052924746559,0.057939370473225914
astar_path,7,1.8896862779344832,1.8472056388854983,13.227803945541382,1.0,0.031494771298908056,0.22046339909235638
celloracle,7,108.81857142857143,108.342,761.73,60.17264564002037,1.8136428571428571,12.695500000000001
scenic_ctx,7,398.10660791397095,392.7593879699707,2786.7462553977966,219.48521790542605,6.635110131899515,46.445770923296614
