track,pathway,tf_group,source,target,mor_sign,astar_rank,astar_score,alpha_i,alpha_j,mean_beta
prior,prior__NR2F2,NR2F2,NR2F2,RFTN1,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,TNS1,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,NRP2,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,NRP1,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,MITF,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,COL5A1,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,CHD9,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,CDYL,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,C6,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,ATP2B1,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,ASAP1,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,AMPD3,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,ALB,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,ANXA4,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,CPED1,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,DAAM1,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,DLC1,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,DNAJC6,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,ZFPM2,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,ZFHX3,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,UTRN,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,TPCN1,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,TNRC18,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,TMSB4X,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,TBC1D14,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,TBC1D1,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,SYNJ2,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,SPTBN1,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,SH3BP5,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,RGS3,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,TCF4,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,RBPMS,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,PTK2,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,KRT8,1,403.0,0.5860517488395802,0.1000120269058919,2.222301677928608,0.6679074165824043
prior,prior__NR2F2,NR2F2,NR2F2,KCNMA1,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,ITGB5,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,HSPG2,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,HSPB1,1,428.0,0.5705044747466789,0.096683553188807,1.989533805792432,0.6378672480039398
prior,prior__NR2F2,NR2F2,NR2F2,HMCN1,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,LGR4,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,HDAC7,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,GNA12,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,FYN,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,FOXP1,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,FBLN1,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,EPB41L1,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,GSN,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,RBM47,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,LPP,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,MYH9,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,PTGIS,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,PRICKLE2,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,PLXNA2,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,PLCB1,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,PIP4K2A,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,PDGFRB,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,LTBP1,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,PBX1,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,PACSIN2,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,OSBPL10,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,NFIB,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,NFIA,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,NEDD9,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,MYLK,1,,,,,
prior,prior__NR2F2,NR2F2,NR2F2,PARD3B,1,,,,,
random,random__NR2F2,NR2F2,NR2F2,APPL2,-1,,,,,
random,random__NR2F2,NR2F2,NR2F2,AL355488.1,1,,,,,
random,random__NR2F2,NR2F2,NR2F2,IREB2,-1,,,,,
injected IRX4,IRX4,IRX4,TBX5,IRX4,1,,,,,
injected IRX4,IRX4,IRX4,NKX2-5,IRX4,1,,,,,
injected IRX4,IRX4,IRX4,TBX20,IRX4,1,,,,,
injected IRX4,IRX4,IRX4,GATA4,IRX4,1,,,,,
injected IRX4,IRX4,IRX4,NKX2-6,IRX4,1,,,,,
gold NRG1,NRG1,NRG1,NKX2-5,NRG1,-1,,,,,
